intersection_id,hist_crashes,future_crashes,predicted_probability,community_name,x,y
256170758.0,19,8.0,0.8071188218288857,JEFFERSON PARK,347935.7723310151,588703.162625499
256170760.0,35,23.0,0.9884663318028475,PORTAGE PARK,347461.2735972579,588692.4003795424
256170778.0,18,6.0,0.3879830906739293,PORTAGE PARK,346118.16016875027,587848.6780120073
256170783.0,30,14.0,0.9923453214661208,PORTAGE PARK,346172.2036665735,586229.7132209106
256170801.0,32,17.0,0.9927743706749055,DUNNING,345306.54435407114,587827.0606598954
256170816.0,37,24.0,0.8626601781362033,BELMONT CRAGIN,345447.1409571882,583769.9084723198
256170824.0,20,15.0,0.9871120694981117,BELMONT CRAGIN,346252.7104650781,583792.5065400805
256171155.0,10,11.0,0.8902290260151128,AVONDALE,350259.87990983255,585744.3521521188
256171157.0,43,19.0,0.9918472175130659,IRVING PARK,350266.35610468825,585515.7377696609
256171163.0,46,16.0,0.9934668213236361,LOGAN SQUARE,350300.9642186095,584298.7177679836
256180892.0,16,7.0,0.5189879351233501,NEW CITY,357130.9063130027,571915.5411821586
256180994.0,19,15.0,0.756985129543391,BRIGHTON PARK,353451.2060177315,572629.9300240017
256181083.0,39,10.0,0.9899595151384625,GAGE PARK,353964.4165880432,569412.4918577564
256181097.0,19,15.0,0.9830294026331201,BRIDGEPORT,357040.71325040574,575361.1290937675
256181100.0,28,20.0,0.9886932746711308,BRIDGEPORT,357066.7123959051,574342.2086684614
256181102.0,30,14.0,0.987208860761208,BRIDGEPORT,357086.9776173075,573532.687403684
256181104.0,13,10.0,0.9487089666401072,NEW CITY,357107.6155586807,572722.5481194379
256181107.0,32,11.0,0.9811714810008004,NEW CITY,357153.04757698305,571104.0386416767
256181121.0,23,10.0,0.834395746867763,ENGLEWOOD,357198.4877383528,569444.3579892504
256590712.0,8,6.0,0.8324473541379063,NEAR WEST SIDE,356567.5954979796,578621.5866770461
256610458.0,13,18.0,0.9819786789982679,NEAR WEST SIDE,357257.51336142526,577589.3584840399
256611721.0,10,6.0,0.7427144779436375,NEAR WEST SIDE,357225.18172475934,578639.800742778
256611722.0,9,8.0,0.5547372811246787,NEAR WEST SIDE,357345.72114460694,578642.5916061857
256611723.0,8,7.0,0.6246843611788993,NEAR WEST SIDE,356954.77395164623,578633.1575454063
256613310.0,7,9.0,0.7772493007506543,NEAR WEST SIDE,356342.4111271833,578755.8814352168
256613320.0,12,15.0,0.9849789014874243,NEAR WEST SIDE,356951.0010189212,578773.8608099155
256625253.0,16,8.0,0.9574240526342432,LOOP,358324.30989719497,578535.560322645
256629532.0,12,6.0,0.7608331667123359,LOOP,358080.5205065729,578397.6446243828
256631215.0,11,8.0,0.9217686670599575,LOOP,358598.27822799224,577623.0492583847
257095268.0,5,6.0,0.808183332041692,UPTOWN,356670.48472068086,588905.3837756302
257095285.0,30,19.0,0.9883924464160442,UPTOWN,356906.5547048174,588100.0912138214
257110947.0,15,11.0,0.9061522894471036,UPTOWN,356246.9189198822,588485.6305144117
257110948.0,19,6.0,0.7026431533152766,UPTOWN,356024.90434425615,588480.6211801345
257149796.0,11,7.0,0.4948894946469375,EDGEWATER,356079.2214018167,590513.184396456
257149798.0,38,18.0,0.9919177064947734,EDGEWATER,355793.1175820241,590503.78738273
257157895.0,22,6.0,0.8561436265701489,LINCOLN SQUARE,354221.9815836577,588839.0143180633
257164245.0,10,21.0,0.9879924757931572,NEAR NORTH SIDE,359162.22289892856,580883.9146767172
257167960.0,6,6.0,0.4764156842841805,UPTOWN,356642.29346044385,588494.6820022715
257167962.0,13,6.0,0.6054838327099268,UPTOWN,356654.00659488875,588090.4414186738
257170009.0,23,14.0,0.6276346844301723,EDGEWATER,355804.6845576074,590098.2331491578
257172604.0,10,9.0,0.7172956182233498,LINCOLN SQUARE,354611.3941946115,589658.3277602216
257372149.0,15,9.0,0.705641206878673,UPTOWN,356398.22260679636,587711.3975411891
257381470.0,11,11.0,0.9273647358747671,NEAR WEST SIDE,357215.8410778218,578922.1702662096
257381556.0,17,9.0,0.8815305426455472,NEAR WEST SIDE,357452.1274625188,579068.9376453168
257381566.0,12,6.0,0.7425004932235871,NEAR WEST SIDE,357333.2554533867,579065.1141521558
257432114.0,12,10.0,0.9898594943716424,ARMOUR SQUARE,357695.4179345176,575986.187212396
257432394.0,21,6.0,0.9379409002119478,NEAR SOUTH SIDE,358243.86088272126,576542.0274281123
257948514.0,30,20.0,0.9955400721219911,LOOP,359438.64903806045,578272.2428131426
257957639.0,11,6.0,0.7462971749887227,NEAR NORTH SIDE,357788.84598516696,580202.5756148961
257957640.0,19,17.0,0.9913938476341088,NEAR NORTH SIDE,357786.71054186014,580290.8308698367
257957641.0,37,25.0,0.9942246601280099,NEAR NORTH SIDE,357784.2323641548,580382.4600852778
257957643.0,9,18.0,0.9881944047935337,NEAR NORTH SIDE,357778.6738688203,580559.1379304935
257972848.0,34,19.0,0.9951760225898951,LAKE VIEW,357561.67167737713,585770.3492014344
258017072.0,12,6.0,0.8803332104520357,ARMOUR SQUARE,358311.2045767002,576007.0580318299
258019304.0,13,9.0,0.7281660576357727,NEAR SOUTH SIDE,358918.78922937333,575996.1576267584
258020206.0,11,7.0,0.4842998389817176,NEAR WEST SIDE,357320.59518911154,579497.4767763678
258020207.0,31,7.0,0.9409238197101222,NEAR WEST SIDE,357324.6532368594,579357.3199898123
258020218.0,13,10.0,0.5464367647712707,NEAR WEST SIDE,357447.25788335234,579213.6863583584
258020220.0,5,7.0,0.4035837000836603,NEAR WEST SIDE,357437.19156915386,579499.5379403103
258020600.0,19,10.0,0.9163186170669574,NEAR WEST SIDE,357192.5371552288,579636.8700396118
258020601.0,32,10.0,0.9926924532758766,NEAR WEST SIDE,356923.62195770495,579630.994640431
258020660.0,29,17.0,0.994654264266982,NEAR WEST SIDE,357567.99212155794,579360.6376603432
258020678.0,11,7.0,0.7518177065048135,NEAR WEST SIDE,357207.2705761855,579205.8568006305
258020679.0,19,17.0,0.9892473320794795,NEAR WEST SIDE,357572.392676854,579216.7071277223
258020713.0,9,7.0,0.8436546764834643,NEAR WEST SIDE,357198.50414637005,579495.3845020235
258021250.0,17,19.0,0.9867830578514498,LOOP,357930.5978453249,579369.6422939772
258021251.0,12,6.0,0.5711928742620904,LOOP,357927.43233177054,579505.7519196114
258021252.0,13,11.0,0.7921526104225898,LOOP,357924.7344928316,579646.6194536772
258022670.0,20,10.0,0.9826642178504118,WEST TOWN,357181.66021199763,580009.4661335743
258022688.0,11,12.0,0.9549539150204206,NEAR NORTH SIDE,358037.713975597,580028.0432471713
258022808.0,33,37.0,0.9953203159925984,NEAR NORTH SIDE,359681.2261448093,580260.3047582988
258022887.0,30,16.0,0.9747758344889978,NEAR NORTH SIDE,359896.13317041926,580355.4695883839
258023317.0,9,15.0,0.8864334356456578,NEAR NORTH SIDE,358277.8702278696,580215.6692748452
258023343.0,18,6.0,0.9348159424452283,NEAR NORTH SIDE,359179.40660271834,580331.1380243402
258023391.0,18,11.0,0.9663242061133835,NEAR NORTH SIDE,358640.8924727058,580313.9423391293
258023392.0,34,20.0,0.9945403367874882,NEAR NORTH SIDE,358529.2245197739,580310.6354520178
258023393.0,12,6.0,0.9246522913245663,NEAR NORTH SIDE,358144.82209868747,580299.6219870065
258023394.0,7,14.0,0.946270000588635,NEAR NORTH SIDE,357549.4755460778,580284.8108839317
258023461.0,19,10.0,0.9428309497734443,NEAR NORTH SIDE,359176.3911209439,580418.3528659676
258023463.0,35,29.0,0.9955681142065528,NEAR NORTH SIDE,358638.7580055225,580403.8192772456
258023464.0,30,13.0,0.9909021140716098,NEAR NORTH SIDE,358526.61842688464,580400.5085207173
258023465.0,24,10.0,0.9391300376958558,NEAR NORTH SIDE,358396.1531331028,580397.2602636472
258023466.0,23,8.0,0.9827756821719603,NEAR NORTH SIDE,358273.37864044576,580394.3439189909
258023911.0,65,29.0,0.9947236961278677,NEAR NORTH SIDE,357781.67886617756,580469.0569302754
258024673.0,40,20.0,0.9934205729974819,LOOP,359423.6115923758,578842.8854412059
258024674.0,29,10.0,0.983709498250013,LOOP,359445.1831577983,578843.2986694179
258032862.0,35,18.0,0.9862111664191049,NEAR WEST SIDE,356941.64873136696,579056.9746723755
258287219.0,40,21.0,0.9866646543608664,LOOP,358859.46577668894,578258.0600182146
258290864.0,25,18.0,0.989989294796801,NEAR SOUTH SIDE,359467.735259497,576562.0947815707
258895336.0,16,6.0,0.6637426772092345,LOWER WEST SIDE,357171.72966828453,576512.7777846131
258956336.0,16,10.0,0.8949261731090912,NEAR WEST SIDE,356932.13035533694,579350.5396056866
258957316.0,16,12.0,0.9020980982370626,LOOP,358046.8882947951,579647.8361245897
258957339.0,15,10.0,0.9187867825517285,LOOP,358292.6745427377,579651.1431448183
258957342.0,17,6.0,0.7937902418180295,LOOP,358545.82560109015,579654.1526324862
258957359.0,19,8.0,0.8030297824151144,LOOP,358682.73346603924,579655.8458450723
258964576.0,20,14.0,0.9840665160658707,NEAR NORTH SIDE,358815.41406200157,581508.4822395842
258965847.0,8,8.0,0.4075447365944527,WEST TOWN,357054.8856753939,580248.0633014564
258965934.0,8,8.0,0.7551210710262728,NEAR NORTH SIDE,359173.929542933,580509.8265741407
258965972.0,12,9.0,0.755497639657256,NEAR NORTH SIDE,358853.9312492389,580498.9546948072
258965974.0,24,12.0,0.979692602201118,NEAR NORTH SIDE,358524.0347182702,580489.6820017663
258965975.0,20,13.0,0.9883099989544334,NEAR NORTH SIDE,358141.8072203724,580478.7752573634
258966841.0,12,8.0,0.925275031282228,NEAR WEST SIDE,357188.5094824528,579760.1324438134
258967486.0,52,30.0,0.9925021745551424,WEST TOWN,353605.93846454,582344.1868290787
259379125.0,6,7.0,0.5984077365049674,LAKE VIEW,357550.27744081966,585181.2020026533
259379863.0,6,6.0,0.6717859621535726,LAKE VIEW,357136.4965941873,585523.0375100935
